Word;Count;Sentiment Label
boost;1;TOTAL
stocked;1;TOTAL
inclusiveness;1;TOTAL
happening;12;TOTAL
entry;1;TOTAL
bureaucracy;5;TOTAL
last;28;TOTAL
unknown;1;TOTAL
reason;7;TOTAL
met;10;TOTAL
hedge;2;TOTAL
fund;2;TOTAL
investment;5;TOTAL
picky;4;TOTAL
steps;2;TOTAL
assume;2;TOTAL
house;7;TOTAL
stocks;9;TOTAL
breaks;2;TOTAL
revolutionizing;2;TOTAL
guidelines;2;TOTAL
slightly;5;TOTAL
concerned;5;TOTAL
accepted;9;TOTAL
publications;2;TOTAL
went;7;TOTAL
vanished;2;TOTAL
literally;12;TOTAL
mark;2;TOTAL
clue;3;TOTAL
counts;2;TOTAL
could;71;TOTAL
spent;8;TOTAL
media;8;TOTAL
saying;17;TOTAL
using;17;TOTAL
creative;4;TOTAL
5x;2;TOTAL
ambience;1;TOTAL
independencynice;2;TOTAL
namecool;1;TOTAL
try;24;TOTAL
appear;3;TOTAL
tables;1;TOTAL
enthusiasm;1;TOTAL
achieve;27;TOTAL
attractive;2;TOTAL
evening;5;TOTAL
weekend;10;TOTAL
shift;27;TOTAL
middle;19;TOTAL
week;36;TOTAL
ahead;5;TOTAL
preferences;1;TOTAL
nightmare;2;TOTAL
ish;1;TOTAL
ago;10;TOTAL
resigned;2;TOTAL
combination;2;TOTAL
reasons;4;TOTAL
unusual;1;TOTAL
usually;10;TOTAL
terminated;3;TOTAL
resign;2;TOTAL
moment;9;TOTAL
couple;5;TOTAL
introduction;1;TOTAL
submerged;1;TOTAL
previous;5;TOTAL
sat;2;TOTAL
capacity;3;TOTAL
healthy;3;TOTAL
cheeky;1;TOTAL
perk;3;TOTAL
cost;6;TOTAL
predominantly;1;TOTAL
output;3;TOTAL
implement;10;TOTAL
impacts;3;TOTAL
allowing;2;TOTAL
salarygreat;1;TOTAL
processscope;1;TOTAL
designing;1;TOTAL
strategies;7;TOTAL
became;2;TOTAL
friends;3;TOTAL
micromanagement;20;TOTAL
human;16;TOTAL
got;16;TOTAL
coronavirus;2;TOTAL
pandemic;5;TOTAL
documents;2;TOTAL
devices;2;TOTAL
laptop;6;TOTAL
headphones;2;TOTAL
unified;2;TOTAL
conventions;2;TOTAL
whole;14;TOTAL
mandatory;2;TOTAL
someone;18;TOTAL
sharp;1;TOTAL
minds;3;TOTAL
rigorous;1;TOTAL
losing;3;TOTAL
engaged;3;TOTAL
pased;1;TOTAL
minus;3;TOTAL
somebody;1;TOTAL
underlying;3;TOTAL
salarystrong;1;TOTAL
culturegreat;1;TOTAL
coaching;1;TOTAL
funky;1;TOTAL
catchy;1;TOTAL
general;17;TOTAL
taxis;1;TOTAL
cereals;1;TOTAL
variants;1;TOTAL
milks;1;TOTAL
look;18;TOTAL
appreciate;2;TOTAL
leveraging;1;TOTAL
experiences;2;TOTAL
projectbig;1;TOTAL
teampersonal;1;TOTAL
scratch;1;TOTAL
accidentally;3;TOTAL
achievements;3;TOTAL
hopes;1;TOTAL
inovative;1;TOTAL
spending;6;TOTAL
sleepy;2;TOTAL
seem;17;TOTAL
fibding;2;TOTAL
journey;4;TOTAL
test;9;TOTAL
currently;3;TOTAL
territory;6;TOTAL
taken;9;TOTAL
revolved;1;TOTAL
timely;3;TOTAL
fashion;1;TOTAL
extreme;3;TOTAL
companylearn;1;TOTAL
piers;1;TOTAL
sparking;1;TOTAL
water;1;TOTAL
fridge;2;TOTAL
benefitslots;1;TOTAL
techsmart;1;TOTAL
stage;7;TOTAL
extent;3;TOTAL
disrupting;2;TOTAL
bright;6;TOTAL
board;2;TOTAL
connect;3;TOTAL
doubt;1;TOTAL
directly;4;TOTAL
member;1;TOTAL
judgements;1;TOTAL
faces;1;TOTAL
40;1;TOTAL
native;3;TOTAL
ways;5;TOTAL
medium;1;TOTAL
several;6;TOTAL
continuous;3;TOTAL
identify;5;TOTAL
along;6;TOTAL
becoming;4;TOTAL
hold;5;TOTAL
450;1;TOTAL
zing;1;TOTAL
ask;11;TOTAL
example;8;TOTAL
broadcast;1;TOTAL
update;1;TOTAL
current;9;TOTAL
loop;2;TOTAL
jacket;1;TOTAL
backpack;1;TOTAL
logo;1;TOTAL
worthwhile;3;TOTAL
cause;7;TOTAL
bias;4;TOTAL
action;7;TOTAL
respond;4;TOTAL
5stars;1;TOTAL
corporation;5;TOTAL
roots;1;TOTAL
relocationinteresting;1;TOTAL
projectbonusesmandatory;1;TOTAL
trips;2;TOTAL
coolest;2;TOTAL
kids;5;TOTAL
block;4;TOTAL
lives;6;TOTAL
solution;16;TOTAL
hey;1;TOTAL
helping;6;TOTAL
difficulties;2;TOTAL
understand;42;TOTAL
wrong;18;TOTAL
spread;2;TOTAL
wings;2;TOTAL
version;2;TOTAL
ride;6;TOTAL
private;3;TOTAL
evaluations;2;TOTAL
raise;16;TOTAL
instantly;4;TOTAL
frequent;8;TOTAL
contact;4;TOTAL
weekly;6;TOTAL
updates;5;TOTAL
constructive;5;TOTAL
atmospherevery;1;TOTAL
officenice;1;TOTAL
essentially;4;TOTAL
continue;2;TOTAL
backs;2;TOTAL
insane;7;TOTAL
unreasonable;14;TOTAL
conscious;2;TOTAL
integrate;2;TOTAL
advancing;2;TOTAL
future;7;TOTAL
pinch;2;TOTAL
salt;2;TOTAL
occasional;2;TOTAL
pain;3;TOTAL
phenomenal;3;TOTAL
consistently;5;TOTAL
feeling;10;TOTAL
accomplishments;2;TOTAL
corporations;3;TOTAL
afraid;7;TOTAL
speak;9;TOTAL
chill;2;TOTAL
collegues;1;TOTAL
acquire;2;TOTAL
vast;4;TOTAL
towards;8;TOTAL
desired;2;TOTAL
directions;5;TOTAL
c;11;TOTAL
helped;2;TOTAL
performant;2;TOTAL
influencing;3;TOTAL
efforts;5;TOTAL
excelled;2;TOTAL
juices;2;TOTAL
trending;1;TOTAL
thoroughly;3;TOTAL
snack;1;TOTAL
live;5;TOTAL
krakow;4;TOTAL
unfortunatly;1;TOTAL
air;5;TOTAL
pollution;1;TOTAL
somewhat;5;TOTAL
likeeveryone;2;TOTAL
whose;4;TOTAL
agent;2;TOTAL
specific;5;TOTAL
queries;2;TOTAL
questions;6;TOTAL
worries;3;TOTAL
ruin;2;TOTAL
ignorant;3;TOTAL
invasive;2;TOTAL
fail;4;TOTAL
b;8;TOTAL
sustainable;4;TOTAL
downs;2;TOTAL
coupled;2;TOTAL
blockers;2;TOTAL
answer;10;TOTAL
cheerful;2;TOTAL
calibre;2;TOTAL
interacting;2;TOTAL
morphing;2;TOTAL
hell;2;TOTAL
smartly;2;TOTAL
complacency;2;TOTAL
ignorance;2;TOTAL
dynamics;1;TOTAL
legacy;1;TOTAL
sided;1;TOTAL
sword;1;TOTAL
impressions;2;TOTAL
crowd;2;TOTAL
doesnt;3;TOTAL
desk;2;TOTAL
repetitive;1;TOTAL
gets;9;TOTAL
boring;5;TOTAL
independence;1;TOTAL
casual;2;TOTAL
social;8;TOTAL
heading;3;TOTAL
contributes;2;TOTAL
execute;2;TOTAL
starters;4;TOTAL
entrepreneurs;2;TOTAL
brings;5;TOTAL
watches;1;TOTAL
thirsty;2;TOTAL
thursday;1;TOTAL
nowadays;1;TOTAL
compensations;1;TOTAL
u;10;TOTAL
fulfil;2;TOTAL
complex;4;TOTAL
fairness;2;TOTAL
contacts;2;TOTAL
fastest;2;TOTAL
actionable;1;TOTAL
minimum;3;TOTAL
red;5;TOTAL
tape;5;TOTAL
exceptional;1;TOTAL
pushes;3;TOTAL
limits;1;TOTAL
meantime;1;TOTAL
expands;2;TOTAL
releases;3;TOTAL
facets;1;TOTAL
solid;2;TOTAL
overallyou;1;TOTAL
mile;9;TOTAL
colleaguescollaborative;1;TOTAL
atmosphereambitious;1;TOTAL
consideration;11;TOTAL
hungry;1;TOTAL
wear;1;TOTAL
hats;2;TOTAL
dept;3;TOTAL
relocate;1;TOTAL
expansion;4;TOTAL
skilful;1;TOTAL
smth;4;TOTAL
considered;9;TOTAL
cto;20;TOTAL
depth;1;TOTAL
analysis;2;TOTAL
negotiating;1;TOTAL
suppliers;1;TOTAL
inspiration;2;TOTAL
determination;3;TOTAL
drives;4;TOTAL
conversations;4;TOTAL
peopleeasy;1;TOTAL
organise;3;TOTAL
scheduletake;1;TOTAL
advice;6;TOTAL
organization;5;TOTAL
reputation;5;TOTAL
aspects;4;TOTAL
thursdays;1;TOTAL
pizza;1;TOTAL
warm;2;TOTAL
informative;2;TOTAL
define;2;TOTAL
ridiculously;3;TOTAL
mix;2;TOTAL
competitors;1;TOTAL
service;12;TOTAL
must;14;TOTAL
joiners;3;TOTAL
running;4;TOTAL
guaranteed;3;TOTAL
grateful;3;TOTAL
alot;4;TOTAL
behind;8;TOTAL
title;3;TOTAL
pro;5;TOTAL
ethics;7;TOTAL
rationale;2;TOTAL
8h;3;TOTAL
environmentcareer;1;TOTAL
opportunitiesfast;1;TOTAL
trainamazing;1;TOTAL
peopleopen;1;TOTAL
culturevalues;1;TOTAL
workedmassive;1;TOTAL
deemed;2;TOTAL
founders;9;TOTAL
involvement;1;TOTAL
accountability;6;TOTAL
doneeveryone;1;TOTAL
companylots;1;TOTAL
excel;3;TOTAL
hardworking;3;TOTAL
cards;2;TOTAL
guys;6;TOTAL
teach;1;TOTAL
developed;8;TOTAL
gaining;1;TOTAL
commendable;1;TOTAL
drivenpro;1;TOTAL
activeleader;1;TOTAL
spacevalues;1;TOTAL
box;2;TOTAL
thinkingflat;1;TOTAL
teamgreat;1;TOTAL
ceogamechanging;1;TOTAL
prospects;1;TOTAL
headquartered;1;TOTAL
canary;2;TOTAL
wharf;2;TOTAL
changer;1;TOTAL
fasta;1;TOTAL
drink;1;TOTAL
diet;1;TOTAL
coke;1;TOTAL
turnover;34;TOTAL
blatant;2;TOTAL
commission;2;TOTAL
rate;7;TOTAL
perhaps;2;TOTAL
worst;29;TOTAL
figure;9;TOTAL
convert;2;TOTAL
regularly;3;TOTAL
currency;2;TOTAL
strategic;3;TOTAL
non;31;TOTAL
existent;14;TOTAL
spy;2;TOTAL
executive;10;TOTAL
weeds;3;TOTAL
admitted;2;TOTAL
women;8;TOTAL
wired;9;TOTAL
differently;3;TOTAL
ironic;2;TOTAL
woman;2;TOTAL
emotional;4;TOTAL
intelligence;4;TOTAL
studies;3;TOTAL
proven;2;TOTAL
men;5;TOTAL
boggles;2;TOTAL
blatantly;2;TOTAL
misogynistic;2;TOTAL
suffered;5;TOTAL
repercussions;5;TOTAL
says;5;TOTAL
busy;15;TOTAL
targets;32;TOTAL
balanceoutlandish;2;TOTAL
management0;2;TOTAL
makersjoining;2;TOTAL
aboard;2;TOTAL
carnival;2;TOTAL
rocket;6;TOTAL
clearly;4;TOTAL
found;7;TOTAL
pressureteam;1;TOTAL
availableworse;1;TOTAL
hrworse;1;TOTAL
collaborationscattered;1;TOTAL
tough;8;TOTAL
unpleasant;1;TOTAL
acts;3;TOTAL
irrationally;1;TOTAL
surprised;2;TOTAL
ends;1;TOTAL
withdrawing;1;TOTAL
usa;1;TOTAL
significant;1;TOTAL
identified;2;TOTAL
mess;15;TOTAL
arrangments;1;TOTAL
terms;12;TOTAL
overtime;21;TOTAL
confident;1;TOTAL
immune;1;TOTAL
peer;2;TOTAL
appropriate;1;TOTAL
burn;3;TOTAL
realizing;1;TOTAL
moral;1;TOTAL
compass;1;TOTAL
certainly;1;TOTAL
worthless;2;TOTAL
trigger;2;TOTAL
outdo;1;TOTAL
arrogant;13;TOTAL
supersmart;1;TOTAL
cultivated;1;TOTAL
heavily;3;TOTAL
majority;1;TOTAL
forgotten;3;TOTAL
visionaries;1;TOTAL
detail;2;TOTAL
loyal;2;TOTAL
particularly;1;TOTAL
units;1;TOTAL
require;5;TOTAL
mentoring;1;TOTAL
discipline;2;TOTAL
hand;4;TOTAL
jeopardize;1;TOTAL
outcome;2;TOTAL
chaos;13;TOTAL
bites;1;TOTAL
refuse;2;TOTAL
compromise;1;TOTAL
agreements;1;TOTAL
criticized;1;TOTAL
ridiculed;1;TOTAL
endures;1;TOTAL
abs;1;TOTAL
manageable;2;TOTAL
cold;4;TOTAL
interaction;1;TOTAL
facebook;2;TOTAL
amazon;3;TOTAL
borderless;1;TOTAL
titles;2;TOTAL
naming;3;TOTAL
convention;1;TOTAL
deceiving;1;TOTAL
passersby;1;TOTAL
subsequently;1;TOTAL
awful;11;TOTAL
considering;7;TOTAL
wearing;1;TOTAL
excessive;1;TOTAL
descriptions;1;TOTAL
accurate;1;TOTAL
established;3;TOTAL
white;1;TOTAL
male;4;TOTAL
female;1;TOTAL
females;4;TOTAL
managerial;4;TOTAL
acceptable;3;TOTAL
shamed;1;TOTAL
publicly;5;TOTAL
virtual;1;TOTAL
meeting;14;TOTAL
colleague;2;TOTAL
called;4;TOTAL
stupid;5;TOTAL
feared;1;TOTAL
held;4;TOTAL
low;26;TOTAL
regard;2;TOTAL
brag;1;TOTAL
exec;3;TOTAL
said;11;TOTAL
clashing;1;TOTAL
ran;2;TOTAL
concerning;1;TOTAL
hope;5;TOTAL
unsophisticated;1;TOTAL
seemed;1;TOTAL
overwhelmed;6;TOTAL
frankly;3;TOTAL
typical;3;TOTAL
gross;1;TOTAL
strike;1;TOTAL
price;3;TOTAL
total;5;TOTAL
leaving;6;TOTAL
reflet;1;TOTAL
incapable;1;TOTAL
supervisors;1;TOTAL
encourages;4;TOTAL
micromanaging;1;TOTAL
claim;7;TOTAL
disagree;1;TOTAL
ceos;6;TOTAL
misogyny;1;TOTAL
frequently;5;TOTAL
inappropriately;3;TOTAL
repercussion;1;TOTAL
slow;4;TOTAL
normal;13;TOTAL
call;13;TOTAL
laughable;1;TOTAL
unimportant;1;TOTAL
alarmingly;1;TOTAL
task;12;TOTAL
concerns;2;TOTAL
attrition;2;TOTAL
tracked;1;TOTAL
norm;5;TOTAL
individualistic;1;TOTAL
behaviours;4;TOTAL
offend;1;TOTAL
functional;7;TOTAL
suffer;5;TOTAL
receive;9;TOTAL
unfair;2;TOTAL
grading;1;TOTAL
worse;10;TOTAL
appeal;1;TOTAL
defend;1;TOTAL
gradings;1;TOTAL
play;2;TOTAL
pander;1;TOTAL
budgets;1;TOTAL
dependent;3;TOTAL
upon;2;TOTAL
graces;1;TOTAL
powerless;1;TOTAL
performances;1;TOTAL
monitored;1;TOTAL
micro;10;TOTAL
managing;9;TOTAL
inability;1;TOTAL
ones;9;TOTAL
tunnel;1;TOTAL
longer;23;TOTAL
yield;1;TOTAL
shot;1;TOTAL
balanceno;1;TOTAL
kicked;1;TOTAL
reviewan;1;TOTAL
competition;6;TOTAL
cooperationa;1;TOTAL
nobody;21;TOTAL
final;2;TOTAL
productno;1;TOTAL
testing;3;TOTAL
ownchanging;1;TOTAL
calculation;1;TOTAL
promised;8;TOTAL
undermining;1;TOTAL
trustno;1;TOTAL
adjustments;1;TOTAL
completely;28;TOTAL
ignores;5;TOTAL
inflation;3;TOTAL
eating;1;TOTAL
salaryvery;1;TOTAL
obscure;2;TOTAL
requirements;7;TOTAL
grades;1;TOTAL
effortsemployees;1;TOTAL
assets;1;TOTAL
loyalty;1;TOTAL
enhance;1;TOTAL
mid;6;TOTAL
unattainable;1;TOTAL
gathering;1;TOTAL
rotation;3;TOTAL
rules;12;TOTAL
consider;9;TOTAL
easier;5;TOTAL
applies;1;TOTAL
principles;1;TOTAL
handle;7;TOTAL
50;5;TOTAL
workforce;1;TOTAL
stays;1;TOTAL
miss;3;TOTAL
deadline;3;TOTAL
snowballing;1;TOTAL
periods;5;TOTAL
factors;4;TOTAL
illness;1;TOTAL
stress;18;TOTAL
load;6;TOTAL
strictly;1;TOTAL
scrum;1;TOTAL
disciplined;1;TOTAL
delivering;2;TOTAL
flip;1;TOTAL
side;12;TOTAL
meant;4;TOTAL
broken;6;TOTAL
careful;7;TOTAL
thata;1;TOTAL
givenyou;1;TOTAL
fastbasically;1;TOTAL
pretend;5;TOTAL
mainly;1;TOTAL
companiesa;1;TOTAL
unstructured;5;TOTAL
moved;6;TOTAL
ticket;5;TOTAL
chase;8;TOTAL
assigned;6;TOTAL
reply2;2;TOTAL
stance3;2;TOTAL
page;3;TOTAL
opposite;3;TOTAL
confuses;2;TOTAL
juniors;3;TOTAL
mids;2;TOTAL
teams4;2;TOTAL
reporting;7;TOTAL
tiring;4;TOTAL
burnout;7;TOTAL
cope;1;TOTAL
inhumane;4;TOTAL
leadershiplack;2;TOTAL
proud;3;TOTAL
practice;3;TOTAL
joke;2;TOTAL
unprofessional;11;TOTAL
behaviour;7;TOTAL
disfavouring;2;TOTAL
performancetoxic;2;TOTAL
balancemicromanagement;2;TOTAL
unachievable;7;TOTAL
trainingdishonesty;2;TOTAL
promise;2;TOTAL
verbally;2;TOTAL
honour;2;TOTAL
promises;8;TOTAL
madecomplete;2;TOTAL
disregard;2;TOTAL
convenient;2;TOTAL
deviating;2;TOTAL
pathleaders;2;TOTAL
manipulate;2;TOTAL
disrespect;3;TOTAL
superiors;2;TOTAL
obviously;6;TOTAL
led;3;TOTAL
fault;6;TOTAL
managementcareer;2;TOTAL
14;9;TOTAL
unrelated;2;TOTAL
dedicate;2;TOTAL
200;2;TOTAL
properly;8;TOTAL
pray;2;TOTAL
technicality;2;TOTAL
numerous;2;TOTAL
maybethe;2;TOTAL
list;6;TOTAL
contributions;2;TOTAL
minimal;2;TOTAL
trade;2;TOTAL
playing;2;TOTAL
straight;6;TOTAL
bat;2;TOTAL
views;2;TOTAL
documentation;2;TOTAL
frameworks;9;TOTAL
serviceshard;1;TOTAL
teamworkobsession;1;TOTAL
disappoints;1;TOTAL
chaoticaggressive;1;TOTAL
managementcommunication;1;TOTAL
range;1;TOTAL
investing;2;TOTAL
carrer;1;TOTAL
experiencing;1;TOTAL
pains;2;TOTAL
classic;1;TOTAL
redundancies;2;TOTAL
tend;5;TOTAL
cheaper;1;TOTAL
suite;6;TOTAL
disinterested;1;TOTAL
counterproductive;1;TOTAL
deeply;4;TOTAL
flawed;1;TOTAL
demonstrates;1;TOTAL
operating;2;TOTAL
partner;2;TOTAL
examples;1;TOTAL
deactivated;10;TOTAL
necessarily;4;TOTAL
cover;5;TOTAL
demands;1;TOTAL
unrealistic;12;TOTAL
suited;4;TOTAL
responsability;1;TOTAL
dificulty;1;TOTAL
longevity;1;TOTAL
fed;1;TOTAL
tripping;1;TOTAL
accounts;1;TOTAL
messaged;1;TOTAL
sop;1;TOTAL
unreservedly;1;TOTAL
committed;2;TOTAL
possess;1;TOTAL
receiving;3;TOTAL
signing;4;TOTAL
contract;11;TOTAL
comunication;3;TOTAL
sign;9;TOTAL
email;5;TOTAL
instrcutions;2;TOTAL
arrived;2;TOTAL
felt;5;TOTAL
uneasy;2;TOTAL
anxious;2;TOTAL
note;3;TOTAL
conclusion;3;TOTAL
improving;10;TOTAL
atm;3;TOTAL
channels;3;TOTAL
jira;4;TOTAL
tickets;3;TOTAL
fastonboarding;1;TOTAL
unforgiving;2;TOTAL
inflationary;1;TOTAL
hikes;1;TOTAL
mode;1;TOTAL
avoid;15;TOTAL
rotten;2;TOTAL
evenings;2;TOTAL
weekends;18;TOTAL
damaging;3;TOTAL
mental;22;TOTAL
terribly;2;TOTAL
second;10;TOTAL
aid;2;TOTAL
tbh;2;TOTAL
plaster;2;TOTAL
bullet;2;TOTAL
wound;2;TOTAL
asking;9;TOTAL
instant;3;TOTAL
messenger;2;TOTAL
telephone;2;TOTAL
sink;2;TOTAL
swim;2;TOTAL
impossible;11;TOTAL
failure;6;TOTAL
inflated;2;TOTAL
maniac;2;TOTAL
simply;19;TOTAL
fathom;2;TOTAL
unfortunately;9;TOTAL
left;24;TOTAL
capped;2;TOTAL
50k;2;TOTAL
mentioned;3;TOTAL
realise;4;TOTAL
comment;3;TOTAL
lie;6;TOTAL
spoken;3;TOTAL
downgrades;2;TOTAL
affects;2;TOTAL
discussions;2;TOTAL
aggressively;1;TOTAL
rounds;3;TOTAL
remove;2;TOTAL
tactics;4;TOTAL
employed;1;TOTAL
view;3;TOTAL
wanting;2;TOTAL
empire;1;TOTAL
expense;1;TOTAL
percent;1;TOTAL
salaryunclear;1;TOTAL
leadershiprandom;1;TOTAL
questionable;4;TOTAL
lowno;1;TOTAL
wages;2;TOTAL
organisational;2;TOTAL
cut;8;TOTAL
throat;3;TOTAL
salarysalary;1;TOTAL
absurd;3;TOTAL
biased;6;TOTAL
knowledgement;2;TOTAL
passed;6;TOTAL
agents;14;TOTAL
firing;6;TOTAL
humiliate;3;TOTAL
communicate;4;TOTAL
feedbacks;4;TOTAL
unequal;2;TOTAL
treatment;4;TOTAL
fight;5;TOTAL
flight;2;TOTAL
bully;4;TOTAL
consequences;2;TOTAL
humanity;3;TOTAL
disorganized;10;TOTAL
gone;5;TOTAL
push;20;TOTAL
demeaning;6;TOTAL
foot;2;TOTAL
badly;3;TOTAL
treat;9;TOTAL
circus;2;TOTAL
dis;1;TOTAL
jointed;1;TOTAL
negatively;2;TOTAL
affect;2;TOTAL
articles;11;TOTAL
memorise;2;TOTAL
summary;2;TOTAL
nj;1;TOTAL
post;1;TOTAL
understandably;1;TOTAL
slower;2;TOTAL
favor;1;TOTAL
stability;1;TOTAL
assistence;1;TOTAL
pure;6;TOTAL
merely;1;TOTAL
complicated;2;TOTAL
associated;1;TOTAL
emphasis;4;TOTAL
productivity;13;TOTAL
adjust;1;TOTAL
fighting;1;TOTAL
wait;4;TOTAL
reorganisation;1;TOTAL
6months;1;TOTAL
misscomunication;2;TOTAL
departmens;2;TOTAL
suitable;3;TOTAL
scarce;1;TOTAL
wlb;1;TOTAL
toss;1;TOTAL
scientists;1;TOTAL
ml;1;TOTAL
stopped;2;TOTAL
relying;4;TOTAL
outsourcing;3;TOTAL
existentinsane;2;TOTAL
goalschaotic;2;TOTAL
managementhandover;2;TOTAL
existentstress;2;TOTAL
unbalanced;2;TOTAL
unhappy;4;TOTAL
smile;1;TOTAL
seniors;1;TOTAL
banter;1;TOTAL
talk;5;TOTAL
coldest;1;TOTAL
longest;2;TOTAL
careers;3;TOTAL
introverted;1;TOTAL
workaholics;1;TOTAL
knew;3;TOTAL
preferred;1;TOTAL
horrible;7;TOTAL
trap;1;TOTAL
determined;1;TOTAL
mbb;1;TOTAL
consultants;1;TOTAL
mba;1;TOTAL
holders;1;TOTAL
applaud;1;TOTAL
mediocre;5;TOTAL
draining;1;TOTAL
exhausting;1;TOTAL
messed;1;TOTAL
recent;5;TOTAL
grant;1;TOTAL
slows;1;TOTAL
gradually;2;TOTAL
balanceissues;2;TOTAL
hrnot;2;TOTAL
limitless;3;TOTAL
advices;3;TOTAL
messy;7;TOTAL
n;4;TOTAL
zero;21;TOTAL
interest;1;TOTAL
caused;2;TOTAL
backwards;2;TOTAL
applicable;1;TOTAL
survive;1;TOTAL
single;10;TOTAL
enjoys;1;TOTAL
whatsoever;7;TOTAL
10;12;TOTAL
fix;4;TOTAL
finally;4;TOTAL
beneficial;1;TOTAL
fine;10;TOTAL
print;1;TOTAL
carefully;1;TOTAL
treats;3;TOTAL
rat;1;TOTAL
lab;1;TOTAL
dispensable;1;TOTAL
thorough;1;TOTAL
workloads;4;TOTAL
hostile;1;TOTAL
necessity;1;TOTAL
stile;1;TOTAL
unpredictable;3;TOTAL
noticeable;1;TOTAL
unstructuredconstant;1;TOTAL
changesnumeric;1;TOTAL
excuse;7;TOTAL
demand;3;TOTAL
constraints;3;TOTAL
face;6;TOTAL
transitioning;2;TOTAL
tangled;2;TOTAL
oportunity;1;TOTAL
exponential;2;TOTAL
improved;12;TOTAL
cup;2;TOTAL
carries;2;TOTAL
lessons;2;TOTAL
alone;6;TOTAL
exit;5;TOTAL
presents;1;TOTAL
2022;1;TOTAL
anymore;6;TOTAL
info;2;TOTAL
okay;1;TOTAL
ethic;1;TOTAL
tho;1;TOTAL
consequence;1;TOTAL
toll;2;TOTAL
driving;4;TOTAL
camaraderie;1;TOTAL
among;2;TOTAL
superb;1;TOTAL
hint;1;TOTAL
waiting;5;TOTAL
approved;1;TOTAL
goes;7;TOTAL
breakdowns;1;TOTAL
diminish;1;TOTAL
useless;7;TOTAL
beings;1;TOTAL
mistake;5;TOTAL
adjusted;2;TOTAL
todays;2;TOTAL
fitness;2;TOTAL
accesses;2;TOTAL
prepare;7;TOTAL
lines;3;TOTAL
confused;5;TOTAL
recruit;1;TOTAL
contractual;1;TOTAL
compete;1;TOTAL
chromebook;2;TOTAL
platforms;7;TOTAL
effect;3;TOTAL
reduced;3;TOTAL
sent;2;TOTAL
tempo;2;TOTAL
joy;3;TOTAL
accept;4;TOTAL
overcontribute;2;TOTAL
littely;2;TOTAL
tremendous;2;TOTAL
stamina;4;TOTAL
innvestments;1;TOTAL
marketing;2;TOTAL
perceived;2;TOTAL
key;6;TOTAL
driver;1;TOTAL
arrival;1;TOTAL
bone;2;TOTAL
crying;2;TOTAL
misted;2;TOTAL
glass;2;TOTAL
cry;2;TOTAL
ambiguous;3;TOTAL
managament;1;TOTAL
lacks;2;TOTAL
hypergrowth;1;TOTAL
mask;1;TOTAL
behaves;1;TOTAL
consistent;4;TOTAL
streamlined;1;TOTAL
proving;2;TOTAL
forget;4;TOTAL
laying;1;TOTAL
prove;3;TOTAL
inspire;3;TOTAL
telling;3;TOTAL
diminishes;1;TOTAL
added;4;TOTAL
details;4;TOTAL
expecting;5;TOTAL
10x;2;TOTAL
commitment;5;TOTAL
underpaid;6;TOTAL
resource;8;TOTAL
accomplish;3;TOTAL
discrepancy;2;TOTAL
default;2;TOTAL
inferior;2;TOTAL
revised;2;TOTAL
heads;8;TOTAL
ignore;5;TOTAL
words;9;TOTAL
dealing;3;TOTAL
tolerate;2;TOTAL
personnelsometimes;1;TOTAL
standards;3;TOTAL
firms;1;TOTAL
imbalance;1;TOTAL
monolith;1;TOTAL
exists;1;TOTAL
grown;1;TOTAL
comparing;3;TOTAL
governance;2;TOTAL
24h;3;TOTAL
portrayed;1;TOTAL
public;8;TOTAL
lightyears;1;TOTAL
reality;18;TOTAL
managemnt;1;TOTAL
pipeline;2;TOTAL
overworked;3;TOTAL
cs;4;TOTAL
therapist;1;TOTAL
engineer;5;TOTAL
unclear;17;TOTAL
pushing;7;TOTAL
unlucky;3;TOTAL
lm;4;TOTAL
scores;6;TOTAL
retention;2;TOTAL
whether;9;TOTAL
deliberately;4;TOTAL
regardless;3;TOTAL
candid;2;TOTAL
blame;14;TOTAL
laughing;2;TOTAL
channel;4;TOTAL
manger;2;TOTAL
monthsonce;2;TOTAL
gtfo;2;TOTAL
f;2;TOTAL
word;5;TOTAL
noone;3;TOTAL
cars;2;TOTAL
overload;2;TOTAL
sake;1;TOTAL
conflicting;1;TOTAL
styles;2;TOTAL
cultture;1;TOTAL
nature;4;TOTAL
wotking;1;TOTAL
exploited;1;TOTAL
expectation;10;TOTAL
poorly;12;TOTAL
explained;4;TOTAL
replacable;1;TOTAL
agressive;7;TOTAL
personnel;2;TOTAL
steal;1;TOTAL
activities;4;TOTAL
absolute;2;TOTAL
disorganization;1;TOTAL
definition;2;TOTAL
justified;2;TOTAL
pos;6;TOTAL
indirectly;1;TOTAL
shows;3;TOTAL
validating;1;TOTAL
360;1;TOTAL
compilation;1;TOTAL
prominent;1;TOTAL
correct;4;TOTAL
bother;1;TOTAL
perspectives;1;TOTAL
followed;1;TOTAL
karma;1;TOTAL
progressionno;1;TOTAL
execs;3;TOTAL
onevery;1;TOTAL
encouragedhuge;1;TOTAL
churn;2;TOTAL
tenure;1;TOTAL
leaves;1;TOTAL
savingnot;1;TOTAL
firedobsessed;1;TOTAL
kpisperformance;1;TOTAL
cultureno;1;TOTAL
upside;1;TOTAL
expanse;2;TOTAL
facing;4;TOTAL
consistency;1;TOTAL
switch;2;TOTAL
hoping;3;TOTAL
esp;1;TOTAL
